marker,B1_90,B1_43,B2_36,B1_110,B2_37,B1_72,B1_128,B1_19,B1_124,B1_106,B1_114,B1_71,B2_26,B1_66,B1_1,B1_6,B1_33,B1_80,B1_127,B1_28,B1_51,B1_105,B1_77,B1_42,B1_38,B1_11,B2_16,B1_45,B1_68,B1_46,B2_38,B1_145,B1_17,B1_25,B1_78,B1_24,B1_138,B1_148,B1_54,B1_79,B1_49,B1_160,B1_159,B1_147,B1_2,B1_88,B1_18,B2_40,B1_84,B1_133,B1_103,B1_96,B1_119,B1_97,B1_107,B1_151,B1_75,B1_108,B1_154,B1_21,B1_20,B1_67,B1_3,B1_55,B1_35,B1_23,B1_98,B2_35,B1_109,B1_95,B2_8,B2_31,B1_156,B1_81,B1_132,B1_40,B1_142,B1_27,B1_86,B1_34,B2_39,B1_126,B1_87,B1_76,B1_123,B1_70,B1_121,B2_34,B1_102,B1_39,B1_111,B1_134,B1_48,B1_135,B1_64,B1_74,B1_146,B1_118
Ctg003.35101,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35151,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35201,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35251,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35301,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35351,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35401,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35451,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35501,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35551,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35601,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35651,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35701,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35751,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35801,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35851,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35901,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,NA,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.35951,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36001,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36051,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36101,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36151,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36201,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36251,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36301,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36351,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36401,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36451,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36501,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36551,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36601,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36651,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36701,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36751,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36801,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36851,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36901,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.36951,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37001,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37051,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37101,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37151,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37201,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37251,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37301,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37351,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37401,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37451,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37501,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37551,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37601,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37651,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37701,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37751,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37801,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37851,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37901,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.37951,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.38001,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.38051,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.38101,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.38151,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.38201,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.38251,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
Ctg003.38301,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,A
